sentence_id	text_a	text_b	pair_label	tagging_label	text_label
200306542542230001_2_4x1	乱 吐 香 口 糖   ， 不 止 为 清 洁 人 员 的 工 作 增 加 许 多 不 方 便 ， 而 且 也 会 影 响 城 市 的 美 观 。	NONE	NONE	C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	乱 吐 香 口 糖   ， 不 仅 为 清 洁 人 员 的 工 作 增 加 许 多 不 方 便 ， 而 且 也 会 影 响 城 市 的 美 观 。
200307271523200043_2_1x1	还 有 按 照 我 们 地 球 环 境 的 污 染 , 我 们 吃 的 食 品 都 变 不 多 了 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C M C C C	还 有 按 照 我 们 地 球 环 境 的 污 染 , 我 们 吃 的 食 品 都 变 得 不 多 了 。
200105109525200003_2_2x1	我 认 为 三 个 和 尚 不 应 该 这 样 ， 要 是 他 们 三 个 人 一 起 努 力 抬 水 的 话 ， 他 们 都 能 喝 更 好 更 多 的 水 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C	我 认 为 三 个 和 尚 不 应 该 这 样 ， 要 是 他 们 三 个 人 一 起 努 力 抬 水 的 话 ， 他 们 都 能 喝 到 更 好 更 多 的 水 。
200405109523101001_2_1x3	抽 烟 不 仅 是 伤 害 自 己 的 身 体 ， 而 且 对 周 围 的 人 也 有 不 好 的 影 响 。 特 别 是 怀 孕 的 女 性 抽 烟 ， 不 仅 是 伤 害 自 己 的 身 体 ， 而 且 伤 害 到 无 罪 的 孩 子 。 在 哪 儿 ， 什 么 时 候 抽 烟 ， 每 个 抽 烟 的 人 都 有 这 样 的 权 力 ， 可 是 不 应 该 给 别 人 添 麻 烦 。	NONE	NONE	C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C	抽 烟 不 仅 伤 害 自 己 的 身 体 ， 而 且 对 周 围 的 人 也 有 不 好 的 影 响 。 特 别 是 怀 孕 的 女 性 抽 烟 ， 不 仅 伤 害 自 己 的 身 体 ， 而 且 伤 害 到 无 辜 的 孩 子 。 在 哪 儿 ， 什 么 时 候 抽 烟 ， 每 个 抽 烟 的 人 都 有 这 样 的 权 利 ， 可 是 不 应 该 给 别 人 添 麻 烦 。
200209550523150217_2_2x1	所 以 老 人 和 年 青 人 之 间 发 生 问 题 。	NONE	NONE	C C C C C C C C C C C C M C C	所 以 老 人 和 年 青 人 之 间 发 生 了 问 题 。
200307109523200602_2_1x1	我 认 为 ， 现 在 世 界 上 很 多 人 饥 饿 ， 我 们 应 该 先 让 他 们 不 挨 饿 ， 然 后 再 解 决 农 药 和 化 肥 给 人 们 带 来 有 害 的 问 题 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C	我 认 为 ， 现 在 世 界 上 很 多 人 饥 饿 ， 我 们 应 该 先 让 他 们 不 挨 饿 ， 然 后 再 解 决 农 药 和 化 肥 给 人 们 带 来 害 处 的 问 题 。
200307109523200140_2_2x1	我 从 小 时 , 我 爸 爸 给 我 很 多 资 料 ， 拿 书 、 拿 报 纸 都 给 我 看 ， 所 以 我 很 关 心 对 于 世 界 饥 饿 。	NONE	NONE	C R C C C C C C C C C C C C C C C C C C C R C C C C C C C C C C R R C C C C M	我 小 时 , 我 爸 爸 给 我 很 多 资 料 ， 拿 书 、 拿 报 纸 给 我 看 ， 所 以 我 很 关 心 世 界 饥 饿 问 题 。
200405332602100051_2_2x1	因 为 我 们 都 得 到 了 一 种 现 代 的 病 可 以 叫 它 “ 要 钱 病 ” 关 于 这 个 情 况 每 一 个 社 会 不 太 一 样 ， 有 的 社 会 已 经 被 这 种 势 趋 完 全 控 制 的 有 的 社 会 可 能 还 可 以 对 症 下 药 。	NONE	NONE	C C C C C C R C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C S C C C C C C C C C C C C C C	因 为 我 们 都 得 了 一 种 现 代 病 可 以 叫 它 “ 要 钱 病 ” 关 于 这 个 情 况 每 一 个 社 会 不 太 一 样 ， 有 的 社 会 已 经 被 这 种 趋 势 完 全 控 制 了 有 的 社 会 可 能 还 可 以 对 症 下 药 。
200405109523101831_2_4x3	但 现 在 ， 怎 么 戒 不 了 了 。 ” 以 后 我 每 天 看 到 爸 爸 抽 着 烟 ， 我 很 生 气 。 因 为 爸 爸 抽 的 烟 ， 家 里 满 地 都 是 。	NONE	NONE	C C C C C C M C C C C C C C C C C C C C C C R C C C C C C C C C C C C C S C C C C C C C C	但 现 在 ， 怎 么 也 戒 不 了 了 。 ” 以 后 我 每 天 看 到 爸 爸 抽 烟 ， 我 很 生 气 。 因 为 爸 爸 抽 的 烟 头 ， 家 里 满 地 都 是 。
200510111540200778_2_1x1	流 行 歌 曲 有 很 多 种 ， 如 ： 悲 伤 的 、 快 乐 的 、 浪 漫 的 、 活 跃 的 等 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C S S C C C	流 行 歌 曲 有 很 多 种 ， 如 ： 悲 伤 的 、 快 乐 的 、 浪 漫 的 、 欢 快 的 等 。
200307109523200342_2_7x2	我 想 现 在 的 科 学 发 展 非 常 快 ， 通 过 研 究 活 动 ， 可 以 解 决 化 学 污 染 。 虽 然 环 境 好 但 人 没 了 ， 这 有 什 么 用 呢 ? 我 想 最 重 要 的 就 是 人 的 生 命 ， 先 有 了 生 命 以 后 ， 想 别 的 事 情 才 对 的 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R C	我 想 现 在 的 科 学 发 展 非 常 快 ， 通 过 研 究 活 动 ， 可 以 解 决 化 学 污 染 问 题 。 虽 然 环 境 好 但 人 没 了 ， 这 有 什 么 用 呢 ? 我 想 最 重 要 的 就 是 人 的 生 命 ， 先 有 了 生 命 以 后 ， 想 别 的 事 情 才 对 。
200209550523250849_2_1x1	对 代 沟 的 问 题 ， 我 举 个 我 家 情 况 来 表 达 我 的 意 见 吧 。	NONE	NONE	C C C C C C C C C C C C S S C C C C C C C C C	对 代 沟 的 问 题 ， 我 举 个 我 家 的 例 子 来 表 达 我 的 意 见 吧 。
200307109523200029_2_2x1	比 如 ， 使 用 化 肥 和 农 药 带 来 化 学 污 染 ， 还 有 有 的 地 方 缺 少 粮 食 而 挨 饿 现 象 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C M C C	比 如 ， 使 用 化 肥 和 农 药 带 来 化 学 污 染 ， 还 有 有 的 地 方 出 现 缺 少 粮 食 而 挨 饿 的 现 象 。
200105271525100096_2_1x1	去 年 暑 假 的 时 候 ， 我 去 了 贵 州 找 几 个 少 数 民 族 居 住 区 。	NONE	NONE	C C C C C C C C C C C C C R C C C C C C C C C C	去 年 暑 假 的 时 候 ， 我 去 了 贵 州 几 个 少 数 民 族 居 住 区 。
200505542542130002_2_1x1	所 以 我 认 为 最 理 想 的 结 交 方 式 莫 过 于 从 小 一 起 长 大 的 玩 伴 。 他 可 以 带 给 你 有 一 种 幸 福 感 、 安 全 感 、 满 足 感 ， 让 你 在 生 活 遇 到 什 么 困 难 也 不 再 害 怕 ， 甚 至 可 以 冲 破 一 切 的 困 难 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C R C C C C C C C C C R C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C	所 以 我 认 为 最 理 想 的 结 交 方 式 莫 过 于 从 小 一 起 长 大 。 他 可 以 带 给 你 一 种 幸 福 感 、 安 全 感 、 满 足 感 ， 让 你 在 生 活 中 遇 到 什 么 困 难 也 不 再 害 怕 ， 甚 至 可 以 冲 破 一 切 的 困 难 。
200504534533250031_2_1x2	男 女 合 拼 的 学 校 是 会 较 早 让 学 生 堕 入 情 网 。 忆 起 年 轻 的 我 ， 因 长 得 还 可 以 ， 当 时 就 被 学 校 的 男 同 学 追 求 。	NONE	NONE	C C S S C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C C C C C C C C	男 女 混 合 的 学 校 是 会 较 早 让 学 生 堕 入 情 网 。 回 忆 起 年 轻 的 我 ， 因 长 得 还 可 以 ， 当 时 就 被 学 校 的 男 同 学 追 求 。
200505522522210005_2_1x1	因 为 我 不 想 让 父 母 为 我 流 泪 而 难 过 ， 更 不 想 选 错 婚 姻 ， 到 了 终 生 得 不 到 幸 福 ， 也 不 想 遇 到 成 了 家 双 方 分 居 离 别 。	NONE	NONE	C C C C C C C C C C C C R C C C C C C C C C C C S S C C C C C C C C C C C S S C C C C C C C C C M	因 为 我 不 想 让 父 母 为 我 流 泪 难 过 ， 更 不 想 选 错 婚 姻 ， 以 免 终 生 得 不 到 幸 福 ， 也 不 想 遭 遇 成 了 家 双 方 分 居 离 别 的 不 幸 。
200105205525200071_2_2x5	我 的 朋 友 们 都 已 经 出 来 工 作 ， 要 么 结 婚 ， 没 有 像 我 还 在 读 书 的 。 有 一 天 ， 我 跟 我 的 朋 友 和 她 的 俩 个 小 孩 一 起 去 了 游 泳 。 在 我 最 喜 爱 的 大 海 里 ， 我 跟 她 们 玩 了 一 天 ， 我 很 开 心 ， 可 那 天 我 发 觉 了 一 个 事 情 。 我 的 朋 友 她 成 熟 了 很 多 ， 应 该 是 从 要 保 护 孩 子 的 责 任 感 来 的 吧 ， 不 像 我 只 管 自 己 就 好 ， 那 种 自 由 自 在 的 ， 她 有 对 孩 子 的 责 任 感 。 我 突 然 觉 得 我 是 太 小 孩 子 了 。	NONE	NONE	C C C C C C C C M C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S R C S C C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R C C C C R C C C C C C C C C C C C C C C C C R C S S S C C	我 的 朋 友 们 都 已 经 要 么 出 来 工 作 ， 要 么 结 婚 了 ， 没 有 像 我 还 在 读 书 的 。 有 一 天 ， 我 跟 我 的 朋 友 和 她 的 两 个 小 孩 一 起 去 游 泳 。 在 我 最 喜 爱 的 大 海 里 ， 我 跟 她 们 玩 了 一 天 ， 我 很 开 心 ， 可 那 天 我 发 现 一 件 事 情 。 我 的 朋 友 成 熟 了 很 多 ， 应 该 是 从 要 保 护 孩 子 的 责 任 感 来 的 吧 ， 不 像 我 只 管 自 己 就 好 ， 自 由 自 在 ， 她 有 对 孩 子 的 责 任 感 。 我 突 然 觉 得 我 太 小 孩 子 气 了 。
200405109523201425_2_10x2	一 新 措 施 后 ， 如 今 ， 在 公 共 场 所 允 许 抽 烟 地 方 ， 抽 烟 人 越 来 越 少 了 。 这 个 时 也 帮 助 青 年 人 成 良 好 的 习 惯 , 而 且 环 境 越 来 越 好 , 还 是 人 们 的 身 体 也 越 来 越 健 康 了 , 抽 烟 人 也 越 来 越 改 变 的 。	NONE	NONE	M C C C M C C C C C C C C C C C C C M C C C C M C C C C C C C C R C C C C C C M C C C C C C C C C C M C C C C S S C C C C C C C C C C C C C C C M C R R R C C S C	这 一 新 措 施 实 施 后 ， 如 今 ， 在 公 共 场 所 允 许 抽 烟 的 地 方 ， 抽 烟 的 人 越 来 越 少 了 。 这 个 也 帮 助 青 年 人 养 成 良 好 的 习 惯 , 而 且 环 境 也 越 来 越 好 , 还 有 人 们 的 身 体 也 越 来 越 健 康 了 , 抽 烟 的 人 也 改 变 了 。
200510111523201263_2_2x1	很 多 歌 星 的 音 调 不 准 而 且 有 的 歌 星 做 假 唱 。	NONE	NONE	C C C C C C C C C C C C C C C R C C C	很 多 歌 星 的 音 调 不 准 而 且 有 的 歌 星 假 唱 。
200306680519150050_2_1x1	教 育 是 一 项 说 易 行 难 的 事 项 。	NONE	NONE	C C C C C C C C C C S S C	教 育 是 一 项 说 易 行 难 的 事 情 。
200307204523200076_2_1x1	第 二 是 自 然 界 有 享 有 在 世 界 上 生 存 下 去 的 权 力 。	NONE	NONE	C C C C C C R C C C C C C C C C C C S S C	第 二 是 自 然 界 享 有 在 世 界 上 生 存 下 去 的 权 利 。
200307204525200046_2_3x1	时 代 已 经 进 步 了 ， 人 们 开 始 讲 究 了 “ 绿 色 食 品 ” 。	NONE	NONE	C C C C C C C C C C C C C C R C C C C C C C	时 代 已 经 进 步 了 ， 人 们 开 始 讲 究 “ 绿 色 食 品 ” 。
200307205523100093_2_1x1	随 科 学 的 发 展 和 进 步 ， 我 们 人 类 的 生 活 也 有 大 大 的 改 善 和 变 化 。	NONE	NONE	C M C C C C C C C C C C C C C C C C C S S C C C C C C C	随 着 科 学 的 发 展 和 进 步 ， 我 们 人 类 的 生 活 也 有 了 很 大 的 改 善 和 变 化 。
200505522522210005_2_1x2	我 最 理 想 的 结 交 方 式 是 通 过 亲 戚 朋 友 的 介 绍 、 双 方 慢 慢 了 解 、 逐 渐 相 爱 之 后 才 愿 意 结 婚 。 我 认 为 男 女 最 初 通 过 他 们 的 介 绍 而 认 识 对 方 比 较 好 ， 因 为 这 样 父 母 也 愿 意 把 他 们 的 子 女 许 配 给 对 方 ， 子 女 最 初 相 识 慢 慢 培 养 感 情 之 后 才 结 婚 ， 才 能 得 到 真 正 的 幸 福 。	NONE	NONE	C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S R R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R R R C C C C C C C C S C C C C C C C C C C C C C	我 认 为 最 理 想 的 结 交 方 式 是 通 过 亲 戚 朋 友 的 介 绍 、 双 方 慢 慢 了 解 、 逐 渐 相 爱 之 后 再 结 婚 。 我 认 为 男 女 最 初 通 过 他 们 的 介 绍 而 认 识 对 方 比 较 好 ， 因 为 这 样 父 母 也 愿 意 把 他 们 的 子 女 许 配 给 对 方 ， 子 女 慢 慢 培 养 感 情 之 后 再 结 婚 ， 才 能 得 到 真 正 的 幸 福 。
200405109523200993_2_1x2	吸 烟 者 越 来 越 多 ， 而 且 开 始 吸 烟 的 年 龄 越 来 越 低 。 这 可 以 说 是 一 种 社 会 问 题 ， 因 为 吸 烟 给 个 人 和 社 会 不 好 的 影 响 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C M C C C C C M C C C C C	吸 烟 者 越 来 越 多 ， 而 且 开 始 吸 烟 的 年 龄 越 来 越 小 。 这 可 以 说 是 一 种 社 会 问 题 ， 因 为 吸 烟 会 给 个 人 和 社 会 带 来 不 好 的 影 响 。
200505109540201296_2_1x1	从 父 母 受 到 教 育 的 同 时 ， 孩 子 们 也 不 知 不 觉 地 跟 着 父 母 的 思 想 观 念 去 思 考 ， 观 察 父 母 的 行 为 举 止 而 同 样 也 那 样 做 。	NONE	NONE	R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	父 母 受 到 教 育 的 同 时 ， 孩 子 们 也 不 知 不 觉 地 跟 着 父 母 的 思 想 观 念 去 思 考 ， 观 察 父 母 的 行 为 举 止 而 同 样 也 那 样 做 。
200405109525101404_2_1x1	在 这 市 开 始 的 不 许 边 走 边 抽 烟 的 规 定 一 定 给 “ 所 有 的 人 ” 带 来 很 大 影 响 。	NONE	NONE	C C M C C M C C C C C C C C C C C C M C C C C C C C C C C C C C	在 这 个 市 开 始 实 施 的 不 许 边 走 边 抽 烟 的 规 定 一 定 会 给 “ 所 有 的 人 ” 带 来 很 大 影 响 。
200305576525200009_2_1x1	在 北 京 留 学 生 活 中 ， 对 我 来 说 最 害 怕 的 事 情 是 没 有 声 音 的 环 境 。	NONE	NONE	C C C M C C C C C C C C C C C C C C C C C C C C C C C C	在 北 京 的 留 学 生 活 中 ， 对 我 来 说 最 害 怕 的 事 情 是 没 有 声 音 的 环 境 。
200505109525201542_2_2x1	很 小 的 时 候 觉 到 得 自 己 的 父 母 是 个 完 美 的 人 ， 什 么 都 知 道 ， 他 们 做 的 东 西 时 总 是 对 的 。	NONE	NONE	C C C C C C R C C C C C C C R C C C C C C C C C C C C C C C S S R C C C C C	很 小 的 时 候 觉 得 自 己 的 父 母 是 完 美 的 人 ， 什 么 都 知 道 ， 他 们 做 的 事 情 总 是 对 的 。
200205205525200022_2_2x1	其 内 容 是 一 对 英 国 夫 妻 的 妻 子 因 得 了 不 治 之 病 而 希 望 她 的 丈 夫 帮 助 她 自 杀 。	NONE	NONE	C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C	其 内 容 是 一 对 英 国 夫 妻 中 的 妻 子 因 得 了 不 治 之 病 而 希 望 她 的 丈 夫 帮 助 她 自 杀 。
200510111540100976_2_5x1	如 果 你 烦 恼 或 者 身 上 发 生 不 称 心 的 事 情 时 ， 我 建 议 你 去 听 听 一 些 流 行 歌 曲 。	NONE	NONE	C C C C C C C R R C C C C C C C C R C C C C C C C C C C C C C C C	如 果 你 烦 恼 或 者 发 生 不 称 心 的 事 情 ， 我 建 议 你 去 听 听 一 些 流 行 歌 曲 。
200509534533250136_2_2x1	我 认 为 管 理 企 业 及 员 工 的 关 键 达 到 和 睦 和 纪 律 的 合 作 环 境 。	NONE	NONE	C C C C C C C C C C C C C S S C C C M C C C C C C C	我 认 为 管 理 企 业 及 员 工 的 关 键 在 于 和 睦 和 有 纪 律 的 合 作 环 境 。
200209550523250068_2_1x1	首 先 ， 我 们 应 考 虑 在 别 人 的 身 上 。	NONE	NONE	C C C C C C C C S S S S S S C	首 先 ， 我 们 应 考 虑 别 人 。
200510111523101097_2_2x1	在 美 国 有 一 次 流 行 过 死 之 赞 美 的 歌 曲 ， 其 声 音 和 歌 词 古 怪 ， 因 此 美 国 许 多 年 青 人 听 着 这 歌 开 枪 自 亡 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C	在 美 国 有 一 次 流 行 过 死 之 赞 美 的 歌 曲 ， 其 声 音 和 歌 词 古 怪 ， 因 此 美 国 许 多 年 青 人 听 着 这 歌 开 枪 自 杀 。
200505109634200017_2_1x3	我 很 同 意 这 个 说 法 ； 你 的 父 母 实 在 你 的 第 一 个 老 师 。 一 个 孩 子 一 出 生 就 开 始 受 到 父 母 亲 的 印 象 。 他 们 是 你 小 的 时 候 最 常 见 面 的 人 ， 所 以 你 很 自 然 地 会 受 到 很 深 的 印 象 。	NONE	NONE	C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C	我 很 同 意 这 个 说 法 ； 你 的 父 母 实 在 是 你 的 第 一 个 老 师 。 一 个 孩 子 一 出 生 就 开 始 受 到 父 母 亲 的 影 响 。 他 们 是 你 小 的 时 候 最 常 见 面 的 人 ， 所 以 你 很 自 然 地 会 受 到 很 深 的 影 响 。
200307217510200129_2_1x2	虽 然 因 吃 了 使 用 过 化 肥 和 农 药 的 农 作 物 危 害 人 体 健 康 的 例 子 时 有 发 生 ， 但 总 比 失 去 几 亿 人 的 宝 贵 的 生 命 来 得 重 要 。 这 是 目 前 最 有 效 解 决 粮 食 不 足 问 题 的 方 法 。	NONE	NONE	C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C	虽 然 因 吃 了 使 用 过 化 肥 和 农 药 的 农 作 物 而 危 害 人 体 健 康 的 例 子 时 有 发 生 ， 但 总 比 失 去 几 亿 人 的 宝 贵 的 生 命 来 得 重 要 。 这 是 目 前 最 有 效 的 解 决 粮 食 不 足 问 题 的 方 法 。
200509534533250004_2_1x1	在 1 9 岁 的 暑 假 ， 本 人 曾 在 一 间 服 装 厂 当 广 告 设 计 师 ， 所 以 对 这 方 面 有 经 验 。	NONE	NONE	C C C C C C C C C C C C C S C C C C C C C C C C C C S C C C C C C C	在 1 9 岁 的 暑 假 ， 本 人 曾 在 一 家 服 装 店 当 广 告 设 计 师 ， 所 以 在 这 方 面 有 经 验 。
200210529529151015_2_6x2	， 从 我 小 小 的 家 庭 中 就 发 生 此 类 问 题 。 由 于 母 亲 是 古 老 思 想 ， 不 曾 受 过 任 何 正 统 的 教 育 ， 与 子 女 沟 通 起 来 实 是 一 件 困 难 的 事 ， 更 何 况 目 前 科 学 一 日 千 里 之 时 ， 有 些 时 候 与 父 母 了 解 事 情 ， 总 是 没 那 么 顺 利 ， 因 为 老 人 思 想 不 开 放 、 因 而 导 致 种 种 误 解 。	NONE	NONE	C S C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C R R C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	， 在 我 小 小 的 家 庭 中 就 发 生 此 类 问 题 。 由 于 母 亲 是 古 板 思 想 ， 不 曾 受 过 任 何 正 统 的 教 育 ， 与 子 女 沟 通 起 来 实 在 是 一 件 困 难 的 事 ， 更 何 况 目 前 科 学 一 日 千 里 ， 有 些 时 候 与 父 母 商 量 事 情 ， 总 是 没 那 么 顺 利 ， 因 为 老 人 思 想 不 开 放 、 因 而 导 致 种 种 误 解 。
200505680519250020_2_2x1	但 是 ， 二 十 一 世 纪 的 今 天 ， 离 婚 率 节 节 上 升 ， 有 谁 还 能 胆 敢 口 口 声 声 大 喊 婚 姻 不 是 儿 戏 ？	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C R S S C C C C C C C C C C C C C	但 是 ， 二 十 一 世 纪 的 今 天 ， 离 婚 率 节 节 上 升 ， 有 谁 还 敢 口 口 声 声 大 喊 婚 姻 不 是 儿 戏 ？
200105206635100038_2_1x1	现 在 我 是 大 学 生 ， 学 习 时 间 之 内 我 度 过 不 少 假 期 。	NONE	NONE	C C C C C C C C C C C C C C C C C M C C C C	现 在 我 是 大 学 生 ， 学 习 时 间 之 内 我 度 过 了 不 少 假 期 。
200510529529251035_2_1x1	但 是 后 来 我 在 报 纸 看 到 他 们 四 个 人 为 了 贸 易 情 况 ， 有 时 散 了 ， 有 时 又 集 合 了 ， 他 们 的 这 种 现 象 ， 把 我 崇 拜 他 们 的 思 想 ， 慢 慢 的 解 散 了 ， 对 他 们 的 歌 声 也 没 什 么 意 义 了 。	NONE	NONE	C C C C C C C C M C C C C C C S S C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C	但 是 后 来 我 在 报 纸 上 看 到 他 们 四 个 人 因 为 贸 易 情 况 ， 有 时 散 了 ， 有 时 又 和 好 了 ， 他 们 的 这 种 现 象 ， 把 我 崇 拜 他 们 的 思 想 ， 慢 慢 的 解 散 了 ， 对 他 们 的 歌 声 也 感 觉 没 什 么 意 义 了 。
200505204525200025_2_2x1	因 为 孩 子 经 常 父 母 的 行 动 。	NONE	NONE	C C C C C C M C C C C C	因 为 孩 子 经 常 看 父 母 的 行 动 。
200307302523100119_2_1x2	因 为 以 后 的 世 界 ， 应 该 现 在 的 青 少 年 要 担 任 。 但 他 们 都 饿 死 的 话 ， 谁 会 担 任 以 后 的 世 界 呢 ？	NONE	NONE	C C C C C C C C C C M C C C C C R S S C C C C C C C C C C C C S S C C C C C C C	因 为 以 后 的 世 界 ， 应 该 由 现 在 的 青 少 年 承 担 。 但 他 们 都 饿 死 的 话 ， 谁 会 承 担 以 后 的 世 界 呢 ？
200307302523100119_2_2x1	虽 然 使 用 化 肥 和 农 药 ， 有 可 能 害 人 的 健 康 。	NONE	NONE	C C C C C C C C C C C C C S C C C C C	虽 然 使 用 化 肥 和 农 药 ， 有 可 能 损 害 人 的 健 康 。
200307205525100021_2_1x2	这 个 环 保 活 动 是 我 们 公 司 有 一 家 客 户 索 尼 要 求 我 们 不 要 给 他 们 索 尼 提 供 污 染 环 保 的 东 西 。 因 此 我 们 在 公 司 内 调 查 了 所 有 跟 环 保 污 染 的 东 西 。	NONE	NONE	C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C C C R R C C C C C C C C C C C C C C C C C C R R C C M C C C	这 个 环 保 活 动 是 我 们 公 司 的 一 家 客 户 索 尼 要 求 我 们 不 要 给 他 们 索 尼 提 供 污 染 的 东 西 。 因 此 我 们 在 公 司 内 调 查 了 所 有 跟 污 染 有 关 的 东 西 。
200205205525200106_2_1x1	在 我 国 家 ， 安 乐 死 也 是 一 个 重 大 的 谈 论 话 题 。	NONE	NONE	C C M C C C C C C C C C C C C C C C C C	在 我 的 国 家 ， 安 乐 死 也 是 一 个 重 大 的 谈 论 话 题 。
200505217525200059_2_1x1	我 母 亲 是 很 开 朗 的 女 。	NONE	NONE	C C C C M C C C S C	我 母 亲 是 个 很 开 朗 的 女 人 。
200505109525202349_2_6x1	如 果 你 不 知 道 将 来 你 应 该 丢 面 ” 。	NONE	NONE	C C C C C C C C C S S C C M C	如 果 你 不 知 道 将 来 你 会 丢 面 子 ” 。
200307109540100600_2_1x1	当 然 ， 如 果 能 在 保 持 饥 饿 问 题 也 同 时 使 用 科 技 来 发 展 绿 色 食 品 那 是 一 举 两 得 的 解 决 方 法 。	NONE	NONE	C C C C C C C S S C C C C S C C C C C C C C C C C C C C C C C C C C C C C C C	当 然 ， 如 果 能 在 解 决 饥 饿 问 题 的 同 时 使 用 科 技 来 发 展 绿 色 食 品 那 是 一 举 两 得 的 解 决 方 法 。
200105550523150151_2_1x1	因 为 那 时 候 我 不 懂 事 ， 很 冲 动 地 对 应 所 有 的 事 。	NONE	NONE	C C C C C C C C C C C C C C S S C C C C C	因 为 那 时 候 我 不 懂 事 ， 很 冲 动 地 对 待 所 有 的 事 。
200410534533250031_2_1x1	目 前 的 社 会 ， 人 们 大 多 都 受 过 较 高 的 教 育 ， 教 育 水 平 提 高 ， 思 想 也 较 成 熟 ， 男 女 双 方 初 相 识 ， 他 们 一 般 只 是 想 结 识 多 一 些 异 性 朋 友 ， 大 家 空 余 时 间 能 聚 在 一 起 喝 喝 咖 啡 ， 或 上 酒 廊 听 歌 喝 杯 红 酒 ， 这 是 时 下 我 国 一 般 年 轻 人 工 作 后 的 交 友 方 式 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	目 前 的 社 会 ， 人 们 大 多 都 受 过 较 高 的 教 育 ， 受 教 育 水 平 提 高 ， 思 想 也 较 成 熟 ， 男 女 双 方 初 相 识 ， 他 们 一 般 只 是 想 结 识 多 一 些 异 性 朋 友 ， 大 家 空 余 时 间 能 聚 在 一 起 喝 喝 咖 啡 ， 或 上 酒 廊 听 歌 喝 杯 红 酒 ， 这 是 时 下 我 国 一 般 年 轻 人 工 作 后 的 交 友 方 式 。
200405109919101541_2_1x2	坏 官 员 肯 定 有 一 个 不 屑 一 顾 的 态 度 。 怎 么 把 规 定 实 行 好 ， 真 的 是 政 府 最 难 解 决 的 事 情 ， 是 巨 大 的 挑 斗 。 不 能 让 这 个 规 定 变 为 废 物 。	NONE	NONE	C C C C C S R R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C C C S S C	坏 官 员 肯 定 持 不 屑 一 顾 的 态 度 。 怎 么 把 规 定 实 行 好 ， 真 的 是 政 府 最 难 解 决 的 事 情 ， 是 巨 大 的 挑 战 。 不 能 让 这 个 规 定 变 为 废 纸 。
